Sensor load, Sensor distance, Program load, Program distance
-1057252.0,284,1180.1814234869364,278.77961857060296
-1063234.0,285,1186.865032060773,279.7428241186669
-1062884.0,283,1186.4739817430127,277.816413022539
-1063050.0,280,1186.6594513222933,274.9267963783471
-1064116.0,284,1187.8504788615292,278.77961857060296
-1066122.0,293,1190.0917558256076,287.44846850317856
-1063660.0,284,1187.3409961618186,278.77961857060296
-1066838.0,291,1190.891733047083,285.5220574070506
-1066824.0,284,1190.8760910343728,278.77961857060296
-1070854.0,286,1195.3787561217284,280.70602966673084
-1067420.0,286,1191.5419938611876,280.70602966673084
-1071062.0,290,1195.6111517391403,284.55885185898666
-1073116.0,287,1197.9060584610827,281.6692352147948
-1075314.0,284,1200.3618544566182,278.77961857060296
-1072352.0,297,1197.0524514817428,291.3012906954344
-1073446.0,287,1198.2747630463998,281.6692352147948
-1071088.0,294,1195.6402011913167,288.4116740512425
-1072454.0,292,1197.1664147172046,286.4852629551146
-1073308.0,286,1198.12057749254,280.70602966673084
-1074798.0,290,1199.7853345595772,284.55885185898666
-1075624.0,290,1200.7082133094916,284.55885185898666
-1076214.0,292,1201.3674124165736,286.4852629551146
-1076388.0,289,1201.5618202888315,283.59564631092275
-1075426.0,293,1200.4869905583016,287.44846850317856
-1077364.0,289,1202.652292032072,283.59564631092275
-1079478.0,297,1205.014235951345,291.3012906954344
-1079692.0,295,1205.25333528849,289.37487959930644
-1077970.0,300,1203.3293677251088,294.1909073396262
-1080648.0,290,1206.321461299287,284.55885185898666
-1081646.0,290,1207.4365133482152,284.55885185898666
-1079700.0,294,1205.2622735814673,288.4116740512425
-1077218.0,292,1202.4891681852348,286.4852629551146
-1079240.0,292,1204.7483217352678,286.4852629551146
-1081430.0,294,1207.1951794378258,288.4116740512425
-1080768.0,291,1206.4555356939477,285.5220574070506
-1081646.0,297,1207.4365133482152,291.3012906954344
-1080548.0,293,1206.2097326370697,287.44846850317856
-1079046.0,305,1204.5315681305665,299.006935079946
-1079700.0,296,1205.2622735814673,290.3380851473704
-1081098.0,300,1206.8242402792646,294.1909073396262
-1082448.0,291,1208.3325772191977,285.5220574070506
-1082222.0,304,1208.0800704425867,298.0437295318821
-1081096.0,294,1206.8220057060203,288.4116740512425
-1083174.0,298,1209.143727306895,292.26449624349834
-1083900.0,298,1209.9548773945924,292.26449624349834
-1084098.0,291,1210.1761001457826,285.5220574070506
-1083228.0,296,1209.2040607844922,290.3380851473704
-1082970.0,294,1208.9158008359718,288.4116740512425
-1082492.0,294,1208.3817378305732,288.4116740512425
-1083242.0,300,1209.2197027972027,294.1909073396262
-1084112.0,309,1210.1917421584928,302.8597572722019
-1083158.0,304,1209.1258507209402,298.0437295318821
-1082476.0,303,1208.3638612446186,297.0805239838181
-1084186.0,302,1210.2744213685337,296.11731843575416
-1083420.0,311,1209.4185798159494,304.78616836832975
-1083330.0,314,1209.318024019954,307.67578501252166
-1083636.0,302,1209.6599137263388,296.11731843575416
-1083250.0,306,1209.22864109018,299.97014062801
-1082444.0,305,1208.328108072709,299.006935079946
-1080298.0,309,1205.9304109815266,302.8597572722019
-1080580.0,312,1206.245485808979,305.7493739163937
-1081602.0,303,1207.3873527368396,297.0805239838181
-1082392.0,303,1208.270009168356,297.0805239838181
-1082098.0,310,1207.941526901437,303.82296282026584
-1080404.0,302,1206.0488433634769,296.11731843575416
-1079846.0,308,1205.4253974283044,301.8965517241379
-1079544.0,303,1205.0879768684083,297.0805239838181
-1077762.0,306,1203.0969721076967,299.97014062801
-1077644.0,310,1202.9651322862803,303.82296282026584
-1080410.0,308,1206.0555470832098,301.8965517241379
-1077380.0,311,1202.6701686180268,304.78616836832975
-1078250.0,305,1203.642207979317,299.006935079946
-1077768.0,306,1203.10367582743,299.97014062801
-1078258.0,313,1203.6511462722945,306.7125794644577
-1076936.0,306,1202.1740933577823,299.97014062801
-1077958.0,309,1203.3159602856426,302.8597572722019
-1077084.0,311,1202.3394517778638,304.78616836832975
-1075646.0,302,1200.7327936151794,296.11731843575416
-1075712.0,318,1200.806534532243,311.5286072047775
-1072822.0,316,1197.577576194164,309.60219610864954
-1071100.0,312,1195.6536086307829,305.7493739163937
-1072298.0,323,1196.9921180041456,316.34463494509725
-1070884.0,317,1195.4122747203935,310.5654016567135
-1069754.0,319,1194.1497408373384,312.49181275284144
-1068960.0,311,1193.2626152593334,304.78616836832975
-1068210.0,314,1192.424650292704,307.67578501252166
-1067908.0,313,1192.0872297328078,306.7125794644577
-1067398.0,316,1191.5174135554998,309.60219610864954
-1066932.0,315,1190.9967579895674,308.6389905605856
-1066530.0,313,1190.547608767454,306.7125794644577
-1066180.0,311,1190.1565584496934,304.78616836832975
-1065670.0,321,1189.5867422723854,314.4182238489693
-1065208.0,310,1189.0705558529417,303.82296282026584
-1064702.0,311,1188.5052088221223,304.78616836832975
-1064764.0,313,1188.5744805926972,306.7125794644577
-1064574.0,313,1188.3621961344843,306.7125794644577
-1064400.0,314,1188.1677882622262,307.67578501252166
-1064174.0,314,1187.9152814856152,307.67578501252166
-1063940.0,312,1187.653836416027,305.7493739163937
-1063954.0,315,1187.6694784287374,308.6389905605856
-1063820.0,312,1187.5197620213662,305.7493739163937
-1063486.0,313,1187.1465882895604,306.7125794644577
-1063524.0,314,1187.189045181203,307.67578501252166
-1062926.0,308,1186.5209077811437,301.8965517241379
-1062808.0,318,1186.3890679597275,311.5286072047775
-1061698.0,312,1185.148879809116,305.7493739163937
-1061680.0,321,1185.1287686499168,314.4182238489693
-1061542.0,316,1184.974583096057,309.60219610864954
-1061488.0,318,1184.9142496184597,311.5286072047775
-1061330.0,312,1184.7377183321564,305.7493739163937
-1061232.0,312,1184.6282242431835,305.7493739163937
-1061046.0,316,1184.4204089314594,309.60219610864954
-1060976.0,313,1184.3421988679072,306.7125794644577
-1061102.0,318,1184.482976982301,311.5286072047775
-1061068.0,315,1184.4449892371472,308.6389905605856
-1061002.0,322,1184.3712483200836,315.3814293970333
